company_name,company_pic,company_address,company_phone,company_email,training_name,training_category,training_type,company_field,company_size,training_price,training_session,number_of_participants,trainer_name,communication_channel,purchasing_time_patterns,payment_total,payment_method,durations,training_dates,ratings,feedbacks,sales_pipeline,sales_person
PT Sirait Sihotang (Persero) Tbk,Salimah Nashiruddin,"Jalan Siliwangi No. 81
Semarang, Papua Barat 72917",081 148 2150,utamaoktaviani@example.com,Leaders As A Coach & Sales Team Developer,Credit & Collection,Public Training,Pariwisata dan Perhotelan,Menengah,2069312,10,87,"Kania Salahudin, S.T.",Linkedin,Bulan,180030144,E-Wallet,21,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",2,Buruk,L1,Emas Maryadi
PT Wijayanti Aryani Tbk,Respati Rajata,"Jl. Laswi No. 61
Tanjungbalai, Sumatera Selatan 42996",(0105) 538-3231,empluk33@example.org,Experiential Marketing Strategy & Tactics,Sales & Marketing,Online Training,Pendidikan,Menengah,1954657,10,94,Ella Setiawan,Email,Musiman,183737758,ATM,9,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",1,Buruk,L1,"Cut Ajeng Kusmawati, M.Kom."
UD Pradipta Tbk,Clara Rajata,"Gg. KH Amin Jasuta No. 95
Pekalongan, KT 09673",+62 (45) 803 4000,clara94@example.com,Hak dan Kewajiban Pegawai di Era New Normal: Adaptasi Kebijakan Baru pasca Covid 19,Sales & Marketing,Online Training,Teknologi,Besar,2209663,18,169,"Tgk. Aris Sihotang, S.E.",Facebook,Musiman,373433047,E-Wallet,22,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,"Hj. Suci Farida, S.Psi"
PT Lazuardi Hutagalung (Persero) Tbk,"Samsul Ardianto, S.Gz","Jl. Ahmad Dahlan No. 223
Palembang, Maluku Utara 22733",(0657) 999 6215,imaulana@example.org,Hypnotic Business Presentation PowerPoint Short-Cut & Effective Influencing,Leadership & Managerial,Public Training,Transportasi dan Logistik,Besar,2083257,15,150,Jessica Agustina,WA,Bulan,312488550,E-Wallet,11,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L3,R. Halim Gunarto
CV Sirait,Nasim Laksita,"Gg. Cempaka No. 9
Tanjungbalai, Kalimantan Timur 12645",+62 (866) 466 5506,dadi42@example.com,Creative Leadership Management For Better Result,Leadership & Managerial,Public Training,Jasa Profesional,Kecil,2246164,5,66,Adikara Waluyo,Facebook,Bulan,148246824,M-Banking,13,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,R. Xanana Maryati
CV Januar Nainggolan Tbk,R.A. Nurul Mahendra,"Jl. Kiaracondong No. 951
Samarinda, SS 67692",0882616663,hadikusmawati@example.net,"Appreciative Inquiry Application in Resolving Conflict, Executive Coaching, Change Management and Business Transformation",Leadership & Managerial,Public Training,Energi dan Lingkungan,Menengah,2733610,11,108,R. Emil Dabukke,Linkedin,Peristiwa Khusus,295229880,E-Wallet,3,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,Kani Nuraini
PT Pradana Tbk,Ika Rahimah,"Jalan Setiabudhi No. 778
Bima, ST 74412",(023) 039 4081,sadinasitumorang@example.net,Financial Credit: Rating & Scoring,Office & Administration,Public Training,Teknologi,Besar,2437117,18,139,Daruna Zulkarnain,SMS,Hari Spesifik,338759263,M-Banking,19,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L3,Ir. Indra Jailani
PD Sinaga Tbk,Sutan Wawan Wahyuni,"Jl. Moch. Ramdan No. 9
Bitung, MU 40468",+62 (356) 748-6846,langgengprastuti@example.com,Distribution Management,Leadership & Managerial,Public Training,Manufaktur,Besar,1707787,13,157,Kasiyah Budiman,Telegram,Diskon,268122559,ATM,10,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",8,Bagus,L4,Lala Hassanah
UD Susanti Thamrin,Sutan Kasiran Wasita,"Gang Waringin No. 8
Pasuruan, Kalimantan Utara 04056",+62-474-882-5224,wahyunikasiyah@example.net,Collection Target Fixing & Motivation Charge Up,Sales & Marketing,Online Training,Transportasi dan Logistik,Besar,2132957,13,157,Edi Lestari,Linkedin,Hari Spesifik,334874249,ATM,7,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,Samiah Gunarto
PD Farida Tbk,Ilsa Saputra,"Jalan Sentot Alibasa No. 28
Serang, Riau 78777",+62 (0987) 110-7173,asitumorang@example.com,Build A Great And Strong Corporate Culture,Finance,Public Training,Keuangan,Besar,2111180,16,135,"Drs. Kamaria Prabowo, S.T.",Facebook,Diskon,285009300,M-Banking,5,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L3,Suci Gunarto
CV Hardiansyah Prayoga,Jayeng Permata,"Jalan K.H. Wahid Hasyim No. 432
Tidore Kepulauan, Sulawesi Barat 11909",+62 (0887) 154 5862,kusmawatiophelia@example.net,Analytical Skills For Leaders,Leadership & Managerial,Public Training,Jasa Profesional,Kecil,2220968,6,51,Oskar Hardiansyah,WA,Bulan,113269368,M-Banking,20,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L1,Jamalia Firgantoro
Perum Nashiruddin Wulandari (Persero) Tbk,"Sutan Timbul Saptono, S.E.","Jalan Bangka Raya No. 0
Bima, Jawa Tengah 09208",+62-033-295-9825,habibidanu@example.net,How To Utilize People & Technology to win market,HR & Training,Public Training,Telekomunikasi,Kecil,2063500,6,50,Cahyanto Yulianti,Email,Bulan,103175000,ATM,10,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L2,Ida Suartini
UD Simanjuntak,Tania Utama,"Gg. Cihampelas No. 35
Batam, LA 09142",+62-124-709-7398,jais89@example.net,Microsoft Excel VBA (Macros) Complete Beginner,Leadership & Managerial,Public Training,Keuangan,Menengah,2110263,9,98,Ifa Hardiansyah,Linkedin,Diskon,206805774,E-Wallet,20,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L3,"Chandra Pertiwi, S.Farm"
CV Sitompul Tbk,Eva Zulkarnain,"Gg. Dipatiukur No. 74
Kota Administrasi Jakarta Utara, Gorontalo 92346",+62-039-442-9360,danuramadan@example.com,Selling With NLP,Credit & Collection,Public Training,Kesehatan,Menengah,2603785,8,94,Rachel Pratiwi,Telegram,Hari Spesifik,244755790,E-Wallet,20,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",2,Buruk,L1,"Hj. Hamima Anggraini, S.E.I"
UD Anggraini Damanik,drg. Nyana Rahayu,"Jalan S. Parman No. 1
Salatiga, SS 33280",+62-056-373-5897,sudiatirendy@example.com,"Mengelola Team Collection Era Covid-19 bagi Manager,Supervisor & Team Leader: Collector Skills Transformation & Team Motivation Charge Up",Sales & Marketing,Online Training,Manufaktur,Besar,1959847,13,174,Harimurti Nuraini,Email,Hari Spesifik,341013378,E-Wallet,23,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L3,Yusuf Prasetyo
UD Agustina (Persero) Tbk,Ratna Pranowo,"Jalan Pasirkoja No. 534
Bukittinggi, Sulawesi Utara 00658",+62-076-598-7825,rsiregar@example.net,Succession Planning & Management,Leadership & Managerial,Public Training,Pendidikan,Menengah,2104511,10,102,Irma Rajata,WA,Hari Spesifik,214660122,M-Banking,3,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L2,"Puti Ciaobella Halim, M.TI."
PD Laksmiwati Safitri,"Yusuf Usamah, S.Kom","Jalan Ahmad Dahlan No. 97
Pematangsiantar, DI Yogyakarta 58158",+62 (28) 877-1208,sucibudiyanto@example.com,"Strategi Perusahaan Dalam Menghadapi COVID 19: Financial, Operational, HR-IR, Business Continuity Plan",Credit & Collection,Online Training,Jasa Profesional,Menengah,2193051,11,108,"Nova Halimah, S.Gz",SMS,Diskon,236849508,E-Wallet,22,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",8,Bagus,L3,"Lulut Nashiruddin, S.Sos"
PT Pudjiastuti Anggraini Tbk,Jarwa Pradana,"Gg. Moch. Toha No. 13
Tidore Kepulauan, KS 28785",(019) 013 2234,santosovega@example.com,Improving Sales Team Performance,Credit & Collection,Public Training,Energi dan Lingkungan,Kecil,2779331,5,43,"Puti Kasiyah Hutagalung, S.Farm",Instagram,Diskon,119511233,M-Banking,13,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L1,Candra Najmudin
PT Napitupulu (Persero) Tbk,Dt. Kuncara Wasita,"Gg. Jamika No. 92
Kota Administrasi Jakarta Selatan, MU 08432",+62-048-481-2458,dsimbolon@example.net,International Banking Facility,Office & Administration,Public Training,Telekomunikasi,Menengah,2338129,9,97,"KH. Laksana Prabowo, S.E.I",SMS,Musiman,226798513,Tunai,3,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",8,Bagus,L3,Ani Hakim
CV Firmansyah Tarihoran (Persero) Tbk,"Hafshah Agustina, S.E.","Jalan Sukajadi No. 5
Pekalongan, Jawa Timur 28232",+62 (0769) 455 1738,halimelvin@example.com,Drill for Trainers: Mastering 10 Core Trainer’s Tools,Office & Administration,Public Training,Properti dan Real Estat,Besar,2232954,15,135,"drg. Galih Prasasta, S.Pt",Telegram,Peristiwa Khusus,301448790,Tunai,14,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L3,"Puti Lintang Nababan, S.Gz"
PD Hardiansyah Putra (Persero) Tbk,Vera Wahyuni,"Gg. Cikutra Barat No. 9
Kotamobagu, PA 09025",(037) 056 2962,saefullahmulyono@example.org,Microsoft Excel VBA (Macros) Complete Beginner,Leadership & Managerial,Public Training,Energi dan Lingkungan,Kecil,2597543,6,51,Ibrani Kusumo,Telegram,Bulan,132474693,ATM,21,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L1,Johan Simanjuntak
PD Pratama (Persero) Tbk,Upik Setiawan,"Jl. R.E Martadinata No. 10
Batu, Nusa Tenggara Barat 67892",(0055) 994 0681,nasyidahharjaya@example.net,Understanding Millenials - Managing for High Performance and Engagement,Credit & Collection,Online Training,Pendidikan,Menengah,1867693,13,94,Hilda Kuswandari,Linkedin,Hari Spesifik,175563142,Tunai,19,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",8,Bagus,L3,Iriana Uwais
Perum Waskita Hardiansyah,Yuliana Pratiwi,"Jl. Waringin No. 561
Solok, LA 98103",+62-036-683-8615,ipermadi@example.net,Practical Marketing Strategy Implementation,HR & Training,Public Training,Kesehatan,Besar,2660613,15,120,Wirda Hasanah,SMS,Bulan,319273560,E-Wallet,12,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",9,Bagus,L4,Maya Utama
PD Haryanti Tbk,Raihan Maryati,"Gg. Pelajar Pejuang No. 9
Serang, Nusa Tenggara Timur 53307",+62 (0873) 955 7688,halimairawan@example.net,"Design Thinking: Creating Innovative Product, Excellent Services and Powerful Selling",Sales & Marketing,Online Training,Jasa Profesional,Kecil,2360894,5,43,Dalimin Nababan,SMS,Musiman,101518442,E-Wallet,12,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L1,Puti Habibi
